Label Sentimen;cleaned_text
negatif;jelek banget suruh masukin email dan sandi padahal udah dimasukin dan disimpan tapi tetep harus nulis lagi plus udah ditulis tetep gak bisa masuk
negatif;kenapa di hp samsung a tidak bisa mengganti background nya
positif;lewat zoom sangat baik dalam upaya penghematan biaya dalam berbagai kegiatan yang di adakan anri
negatif;mengapa di hp realme c virtual background nya tidak ada tolong dong di upgrade lagi
negatif;aplikasi yang membutuhkan spesifikasi yang tidak sedikit tidak bisa menggungakan virtual background di beberapa perangkat
negatif;makin di update hp android gk bisa pakai background terutama device rendah
positif;alhamdulillaah aplikasi nya bagus namun terkadang suka lemot dan saya susah untuk menggunakan background di zoom
netral;tambahin background semua semua jenis hp android dong
negatif;sangat jelek ngga bisa bergabung ke rapat suda beberapa kali di uninstall trus download dan login tetep ngga bisa masuk ke rapat
negatif;link undangannya gabisa pdahal caranya ydh benerr
negatif;jelek bangetttt gk bisa ganti background virtual apa eror klo diganti trus gk bs nambahin background yg kita mau gak banget
negatif;buruk pas mau upgrade zoom mohon segera tindak lanjuti saya ada zoom penting jadi ga bisa masuk
negatif;aplikasi zoom di perangkat android saya tidak terdapat pilihan menu untuk memasang gambar latar belakang
positif;suaranya lancar kegiatan ttp berjalan
negatif;kenapa kode verifikasi saya selalu salah padahal sudah sesuai dengan yg dikirimkan lewat email
negatif;payah masa virtual baground nya tidak mendukung disemua hp tolong bisa di perbaiki
negatif;hari ini ga tau kenapa tiba tiba kepental sering bangett keluar padahal aku stay di zoom dan ga buka apk lain tolong diperbaiki untung cuma webinar bukan lagi kelas
negatif;kenapa akhir akhir ini sering bgt keluar dari rapat sendiri mengganggu bgt tolong dong diperbaiki
negatif;gajelas gabisa ganti background males banget pas gw milih di menu aplikasi trs yg background malah eror gjlsssssss bikin orang emosi aja apus aja lah apknha ga guna
netral;untuk lowend apakah bisa update patch nya sehingga bisa menggunakan background virtual
negatif;di apk aku pdhl udh update tp g bisa make virtual backgroun soalnya fiturnya ilang
negatif;setelah di update suara pembicara suka tidak terdengar alias bisu sementara orang lain dengar suara kita padahal jaringan bagus
positif;saya sangat puas dengan aplikasi ini karena bisah membantu kida dalam han apapun tentan sekola kantor atau lain lain
positif;zoom workplaze membantu kita menyelsaikan tugas perkuliahan dan bisa belajar bersama melalui zoom meeting
netral;adakah zoom premium gratis untuk saya setahun
negatif;tidak ada fitur backgroundnya padahal sudah upgrade versi terbaru
negatif;gak bisa ganti background tolong caranya gimana ga ada tutorialnya
positif;aplikasi bagus utk rapat online dan zooemt online
positif;saya pernah merantau ke berbagai tempat di indonesia dan juga luar negeri malaysia dan guinea equatorial dan sekarang berdagang bisnis kecil an saya orangnya simpel luwes dan pekerja keras saya mau maju dan sukses zoom sangat membantu saya semoga berjaya
negatif;aplikasi baru pakai bulan sudah kena prabayar aplikasi yg sangat mahal
negatif;optimisasi di android tidak begitu baik karena fitur dipotong sana sini
positif;karena aplikasi zoom dapat mempermudah berkomunikasi dengan orang yg jauh sangat baik dan tidak mengecewakan thanks
netral;bagus apk nya cuma kendala soal ganti background aja
negatif;saya gabisa daftar saat disuruh memasukkan tahun lahir terdapat tulisan pendaftaran gagal padahal saya sudah melakukan tata caranya dengan benar tetapi masih saja gagal
negatif;tolong tambahkan menu background latar belakang disemua jenis versi perangkat agar kintatebel
negatif;susah ganti background di hp baru di hp poco seri lama malah bsa kacaw
negatif;kenapa saya sulit menggunakan zoom padahal sudah mendownloadnya tapi knpa katanya blum download
negatif;gak bisa login udah masukkin kode verifikasi katanya salah giliran di salin juga salah apalah
negatif;apps ampas ganti background gak bisa harus hp spek tinggi semakin update malah semakin jelek
positif;sangat mudah untuk kuliah
positif;materi ssngat bagus untuk persiapan pegawai yg mau purna tugas bisa dilanjutkan dg praktek usaha
positif;buat zoom matkul metode penelitian dan ptk
negatif;aplikasi ga jelas tiba tiba keluar masuk sendiri jaringan nya udah bagus padahal
netral;coba dulu kan blm bisa masuk jd belum tau kendala permasalahnya harus dicoba
positif;sangat membantu untuk komunikasi
positif;sangat bermanfaat sayang bintangnya hanya padahal mau kasih lebih hihihihi terima kasih
positif;bagus membuat belajar online saya menjadi moderen tidak vidio call lagi
positif;lancar masuk jaringannya
negatif;kekurangan tidak bisa menggunakan zoom virtual background di android
positif;bagus kualitas suara dan kameranya
netral;pengalaman sy baru aja diajak tema dan ternyata prodak atomi bagus
negatif;banyak bug pas mau bagi layar tiba tiba gabisa dipencet apa apa merugikan sekali
negatif;minimal tu ya semua merk handphone keluaran lama atau baru ada fitur ganti baground nyaa karena gak semua orang ada laptop bjirr jdi pake hp ehh malah gak bisa make baground ganti baground
netral;aplikasi sangat bermanfaat mohon untuk ke depannya ada fitur pin chat dari penyelenggara operator supaya chat dari operator tidak tertutup oleh chat dari peserta meeting zoom
negatif;padahal tab keluaran terbaru masa gabisa ganti background sih sebelllll pengen uninstall tapi perlu buat belajar tolong perbaiki secepatnya
positif;sangat bermanfaat untuk komunikasi bersama dg saudara maupun relasi
positif;apk ini sangat bagus saya suka degan ada nya apk ini tugas kuliah saya jadi lancar saya kasi bintang
negatif;suara terlalu besar volume paling kecil juga masih besar kayaknya aplikasi ini dibuat untuk orang budek dan tampilan aplikasi juga kurang menarik masih ketinggalan dari aplikasi yang lain
negatif;terlalu banyak masalah dalam menggunakannya seperti yang selalu muncul padahal sudah saya cek tapi tetap tidak bisa dan masalah lainnya itu saya sudah download aplikasi zoom tapi di minta untuk download lagi padahal sudah ada dan sama yang harus di download
negatif;sdh langganan pro bulan sempat tertunda bayar dibulan ke empat dan sdh dibayarkan dibulan itu juga tapi lisensix gak berubah dari basic ke pro ini bgmn
positif;luar biasa membantu profesi tenaga kesehatan
negatif;tolong diperbaiki lagi bug nya padahal udah keluar rapat tapi mic tetep nyala dan tampilan muter muter harus restart hp atau uninstall zoom baru bisa mati ini malah yang membuat hp makin lemot sebenarnya bintang masih terlalu bagus buat apk ini harus nya ngga usah dikasih bintang aja
negatif;ga bisa login nya diputerin dan disalahkan terus
netral;sizenya tolong diperkecil karena gambar yang ada saat ini terlalu besar dan mengganggu tampilan keseluruhan dengan mengurangi ukuran halaman akan terlihat lebih rapi dan profesional selain itu ukuran file yang lebih kecil dapat mempercepat waktu muat dan meningkatkan pengalaman pengguna mengoptimalkan dimensi gambar juga membantu menghemat ruang penyimpanan dan bandwidth
negatif;aplikasinya kenapa ya padahal sudah keluar dari zoom tapi tetap nyangkut tolong diperbaiki
positif;zoom membantu saya komunikasi dengan baik bersama para klien selama ini zoom tidak mengecewakan terima kasih untuk aplikasi zoom semoga di tingkatkan terus kwalitas nya biar banyak orang yang terbantu
negatif;ini aplikasi gimana sih belum juga dipake nginstal aja setahun sendiri lama banget diperbaikin dong jelek
negatif;ga bisa kasi background ga ada fiturnya semoga kedepannya dikasi fitur dan dikembangkan lbh baik lg
negatif;gak jelas cara ganti baground nya di update bukan malah tambah simpel malah tambah muter nyari stelan buat ganti baground aja susah nya aneh
negatif;kesulitan ganti background ketika sudah didalam room zoom ribeeeet harus di waiting list baru bisa gantin background emang kenapa sih kalo udah masuk room gabisa ganti background biar apa bikin pusing aja mana tutorialnya juga ga ada ribet minimal bikin ke diyoutube atau apa ga semua org itu nganggur dan mau buang waktu
negatif;sungguh kecewa karna tidak diberitahu secara langsung bahwa ternyata aplikasi ini secara otomatis memaksa yang memakainya harus secara otomatis berlangganan dan bayarnya cukup besar begitu kita lupa lewat hari jumlah itu sudah menjadi dari mana bertambahnya coba carikan untuk saya solusi kluar dari masalah ini
negatif;tidak ramah dengan hp yg standar untuk bisa ganti background terlalu banyak persyaratan spek kl ada pilihan lain mah males aja pake zoom
netral;yang ingin ganti background zoom gpu qualcomm adreno atau lebih tinggi prosesor qualcomm atau ke atas terbaru gpu mali seri g dengan minimal seri g keatas di bawah kepala tidak kompatibel g biasanya untuk prosesor kelas atas mediatek kirin maupun exinos ram minimal gb kenyataan ram gb lag karena aplikasi sekarang berat android keatas iphone versi
netral;saya tak bisa mengatur background dengan gambar di galeri saya perangkat saya infinix smart mohon diperbaiki
negatif;tiga dulu ya karna makin apgret makin kurang bagus kualitasnya audionya mendem dan sampek hilang bahkan saat suara kita intonasinya tinggi apalagi dipakai berbagi layar putar musik laroke namanya untuh pertemuan rohani dan kita nyanyi ilang mendem tolonglah di perbaiki lagi padahal saya yg berbayar
negatif;tidak bisa login akun menggunakan google aplikasinya tidak dimunculkan setelah login google sudah tekan luncurkan akun tetap tidak ada perubahan tolong perbaiki sudah update aplikasi tetap sama saja begitu
negatif;aplikasi bagus tapi sayang sekali ga bisa pasang virtual background padahal android saya redmi note pro g spesifikasi teknisnya diatas minimum requirements nya gimana yang dibawahnya sungguh payah
negatif;gasuka sama apk zoom gabisa ganti background sendiri padahal hp merk samsung wlwpun tipe androidnya masih belum kelas atas semoga bisa menciptakan versi zoom ke semua tipe perangkat nya hingga fitur nya sama ditiap perangkat
netral;sudah memakai zoom work place tahun lebih berjalan namun terhapus dan kesulitan meng instal kembali terimakasih
negatif;tolong diperbaikin lagi sering keluar masuk tiba tiba zoom nya padahal jaringan stabil itu sangat mengganggu buat ganti backgroundnya jg susah padahal udah sering di update tetap aja
negatif;zoom sekarang makin banyak bug nya salah satunya ketika mau gabung rapat malah keluar tulisan menunggu host padahal sebenarnya zoomnya udah mulai saya jadi sering bolos kuliah online karena masalah tersebut saya sudah menunggu hingga jam kuliah selesai tetap ga bisa gabung zoomnya ketika tanya temen lain mereka bisa gabung zoomnya tolong bantu masalah ini developer yg baik hati
netral;apk ini sangat membantu dan sangat mudah digunakan tapi kenapa sekarang sudah tidak bisa menyalin link undangan sebelum update saya masih bisa menyalin link undangan zoom tapi setelah update malah tidak bisa mohon dibantu atau diperbaiki terima kasih
negatif;bagus tapi sering ngelag padahal internetnya lancar mau nanya ini virtual background saya gak ada padahal udah update terbaru di hp andorid
negatif;kenapa aplikasinya suka eror sendiri selalu loding lama padahal sudah keluar dari rapat tapi masih nyangkut jadi gabisa masuk rapat yg lain repot harus uninstal trus nanti instal lagi padahal sudah premium kok jelek sekalii di perbaiki dong
netral;jika salah klik guru di pendaftaran tidak bisa kembali lagi untuk memilih menjadi siswa wajib mengisi organization information jadi saya tidak bisa daftar akun untuk kegiatan belajar saya saya tidak bisa melakukan apa apa tidak bisa kembali
negatif;sudah kali kami tingkatkan zoom ke pro dan sudah bayar tapi tidak ada perubahan paketnya masih dalam mode basic dan uang tidak bisa dikembalikan
negatif;aneh banget zoom sekarang saya tiba terpental dan mau join lagi tapi connecting terus padahal jaringan saya aman tolong di perbaiki segera
negatif;kenapa kalau di hp zoomnya suka keluar sendiri setelah itu tidak bisa masuk lagi karena terkadang ada zoom mendadak saat tidak membawa laptop tapi malah mendapatkan error pada aplikasi padahal koneksi aman
negatif;audio zoom tetap aktif meski telah keluar dari zoom cara menonaktifkan dengan memaksa zoom berhenti secara manual mohon segera di perbaiki
negatif;aplikasi cacad sinyal wajib dikejar terus alias harus full sekalinya jelek sinyal langsung keluar geanak banget nyusahin apalagi kalau pembuat rapat kunci rapat ny terpaksa harus minta izin untuk join lagi
negatif;apaan dah saya reset password udah cek email berkali kali ada sepertinya cek email ngga dikirim kirim aneh
negatif;saya sudah x melaporkan masalah saya via aplikasi zoom dari tanggal oktober sampaj hari ini saya melakukan perpanjangan sistem pro via goggle play ditanggal oktober tapi kenapa akun saya masih basic tidak berubah pro
negatif;fiturnya dikit tapi ribet mana gabisa nambah virtual background dari hp apakah semua org harus punya komputer laptop biar bisa pake virtual backgroundnya
negatif;kenapa selalu gagal memakai background dan ketika sudah keluar rapat kenapa masih sperti tersambung di rapat dan mic aktif tolong untuk ditongkat kan lagi
negatif;saya download gagal terus padahal memori masih muat eh tetep aja tulisannya kosongkan memori apa hp nya gak kuat type oppo a buat download zoom metting
negatif;kok aneh ya seharusnya ada opsi utk terhubung dengan perangkat bluetooth audio semacam earbuds dkk tapi mengapa masih tidak bisa digunakan sedangkan dalam pengoperasiannya earbuds juga dalam kondisi normal dan versi zoom sebelumnya tidak se bermasalah seperti sekarang
negatif;saya hanya meminta agar kualitas audio nya di tingkatkan lagi agar saat suara musik di putar dan bersamaan hendak bernyanyi karoke suara tidak mengecil dan hilang dan juga saat berbicara dengan intonasi tinggi suara menjadi hilang alias mendem mohon di tingkatkan lagi kualitas audio sound nya trimakasih
